Пропущенные значения, которые есть в отчете, но нет в РД (J, E):

       Коды работ по выпуску РД|
2268 | Связь       |Система оповещения и поиска персонала                                                                                             |11UKZ.J.CYC.D-1000      |-       |AKU.0120.11UKZ.CYC.SS.TB0001                                                 |-                                                                                                     |-                                                        |-                                                                                                                                                                                                                                                                   |Смена дата выпуска рд по договору подрядчика с <31.12.2022> на <>          |-                                                                           |-                                                          |Смена ожидаемая дата выдачи рд в производство с <29.09.2023> на <2023-05-03>    |АЭП                            |
2269 | Связь       |Система эксплуатационных радиотелефонов                                                                                           |11UKZ.J.CYY.D-1000      |-       |AKU.0120.11UKZ.CYY.SS.TB0001                                                 |-                                                                                                     |-                                                        |-                                                                                                                                                                                                                                                                   |Смена дата выпуска рд по договору подрядчика с <31.12.2022> на <>          |-                                                                           |-                                                          |Смена ожидаемая дата выдачи рд в производство с <20.10.2024> на <2023-05-03>    |АЭП                            |
2270 | СКУ ПЗ      |СКУ ПЗ. Оповещение о пожаре                                                                                                       |11UKZ.J.CYE.D-1010      |-       |AKU.0120.11UKZ.CYE.PS.TB0002                                                 |-                                                                                                     |-                                                        |-                                                                                                                                                                                                                                                                   |Смена дата выпуска рд по договору подрядчика с <31.12.2022> на <>          |-                                                                           |-                                                          |Смена ожидаемая дата выдачи рд в производство с <29.09.2023> на <2023-05-03>    |АЭП                            |
2271 | СКУ ПЗ      |СКУ ПЗ. Пожарная сигнализация                                                                                                     |11UKZ.J.CYE.D-1000      |-       |AKU.0120.11UKZ.CYE.PS.TB0001                                                 |-                                                                                                     |-                                                        |Смена статус текущей ревизии с <> на <rev.C01 :: Не получен 20.05.2022>                                                                                                                                                                                             |Смена дата выпуска рд по договору подрядчика с <31.12.2022> на <>          |-                                                                           |-                                                          |Смена ожидаемая дата выдачи рд в производство с <29.09.2023> на <2023-05-03>    |АЭП                            |
2272 | СКУ ПЗ      |(11-12UKZ). Система автоматического пожаротушения тонкораспыленной водой                                                          |11UKZ.T.SGK.D-1020      |-       |AKU.0120.11UKZ.SGK.PT.TB0001                                                 |-                                                                                                     |-                                                        |Смена статус текущей ревизии с <> на <rev.C01 :: 01.01.0001 0:00:00>                                                                                                                                                                                                |Смена дата выпуска рд по договору подрядчика с <31.12.2022> на <>          |-                                                                           |Смена дата статуса заказчика с <22.07.2019> на <2019-07-22>|Смена ожидаемая дата выдачи рд в производство с <29.09.2023> на <2023-06-16>    |АЭП                            |
2273 | ОРС         |Электрическое освещение                                                                                                           |12UKZ.E.B00.D-1000      |-       |AKU.0120.12UKZ.0.EW.LH0001                                                   |-                                                                                                     |-                                                        |Смена статус текущей ревизии с <> на <rev.C01 :: Не получен 20.05.2022>                                                                                                                                                                                             |Смена дата выпуска рд по договору подрядчика с <31.12.2022> на <>          |-                                                                           |-                                                          |Смена ожидаемая дата выдачи рд в производство с <29.09.2023> на <2023-05-03>    |АЭП                            |
2274 | Связь       |Система оперативной громкоговорящей и телефонной связи                                                                            |12UKZ.J.CYB.D-1000      |-       |AKU.0120.12UKZ.CYB.SS.TB0001                                                 |-                                                                                                     |-                                                        |Смена статус текущей ревизии с <> на <rev.C01 :: Не получен 20.05.2022>                                                                                                                                                                                             |Смена дата выпуска рд по договору подрядчика с <31.12.2022> на <>          |-                                                                           |-                                                          |Смена ожидаемая дата выдачи рд в производство с <29.09.2023> на <2023-05-03>    |АЭП                            |
2275 | Связь       |Система оповещения и поиска персонала                                                                                             |12UKZ.J.CYC.D-1000      |-       |AKU.0120.12UKZ.CYC.SS.TB0001                                                 |-                                                                                                     |-                                                        |Смена статус текущей ревизии с <> на <rev.C01 :: Не получен 20.05.2022>                                                                                                                                                                                             |Смена дата выпуска рд по договору подрядчика с <31.12.2022> на <>          |-                                                                           |-                                                          |Смена ожидаемая дата выдачи рд в производство с <29.09.2023> на <2023-05-03>    |АЭП                            |
2276 | Связь       |Система эксплуатационных радиотелефонов                                                                                           |12UKZ.J.CYY.D-1000      |-       |AKU.0120.12UKZ.CYY.SS.TB0001                                                 |-                                                                                                     |-                                                        |Смена статус текущей ревизии с <> на <rev.C01 :: Не получен 20.05.2022>                                                                                                                                                                                             |Смена дата выпуска рд по договору подрядчика с <31.12.2022> на <>          |-                                                                           |-                                                          |Смена ожидаемая дата выдачи рд в производство с <29.09.2023> на <2023-05-03>    |АЭП                            |
2277 | СКУ ПЗ      |СКУ ПЗ. Оповещение о пожаре                                                                                                       |12UZA.J.CYE.D-1000      |-       |AKU.0120.12UKZ.CYE.PS.TB0002                                                 |-                                                                                                     |-                                                        |-                                                                                                                                                                                                                                                                   |Смена дата выпуска рд по договору подрядчика с <31.12.2022> на <>          |-                                                                           |-                                                          |Смена ожидаемая дата выдачи рд в производство с <29.09.2023> на <2023-05-03>    |АЭП                            |
2278 | СКУ ПЗ      |СКУ ПЗ. Пожарная сигнализация                                                                                                     |12UZA.J.CYE.D-1010      |-       |AKU.0120.12UKZ.CYE.PS.TB0001                                                 |-                                                                                                     |-                                                        |Смена статус текущей ревизии с <> на <rev.C01 :: Не получен 20.05.2022>                                                                                                                                                                                             |Смена дата выпуска рд по договору подрядчика с <31.12.2022> на <>          |-                                                                           |-                                                          |Смена ожидаемая дата выдачи рд в производство с <29.09.2023> на <2023-05-03>    |АЭП                            |
2279 | СКУ ЭЧ ЭБ   |Задание заводу на генераторные токопроводы 24 кВ                                                                                  |10UMA.E.B00.D-1200      |-       |AKU.0130.10UMA.BAA.EM.EC0001                                                 |-                                                                                                     |-                                                        |Смена статус текущей ревизии с <DD sent FOR CONSTRUCTION / Комплект РД выдан В ПРОИЗВОДСТВО подрядчику> на <rev.C01 :: Передан в производство 23.06.2022>                                                                                                           |Смена дата выпуска рд по договору подрядчика с <09.04.2021> на <2021-04-09>|Смена дата выпуска рд по графику с заказчиком с <30.08.2021> на <2021-08-30>|Смена дата статуса заказчика с <11.04.2022> на <2022-04-11>|Смена ожидаемая дата выдачи рд в производство с <в производстве> на <>          |JV=>Титан-2=>АЭП (бывш. АСЭ)   |
2280 | ОРС         |Освещение и сварочная сеть                                                                                                        |10UMA.E.B00.D-1010      |-       |AKU.0130.10UMA.0.EW.TB0001                                                   |-                                                                                                     |-                                                        |Смена статус текущей ревизии с <DD sent FOR CONSTRUCTION / Комплект РД выдан В ПРОИЗВОДСТВО подрядчику> на <rev.C01 :: Передан в производство 14.02.2023>                                                                                                           |Смена дата выпуска рд по договору подрядчика с <25.06.2022> на <2022-06-25>|Смена дата выпуска рд по графику с заказчиком с <30.08.2021> на <2021-08-30>|Смена дата статуса заказчика с <14.02.2023> на <2023-02-14>|Смена ожидаемая дата выдачи рд в производство с <в производстве> на <>          |JV=>Титан-2=>АЭП (бывш. АСЭ)   |
2281 | МиЗ         |Электрооборудование. Заземление и молниезащита                                                                                    |10UMA.E.BAU.D-1010      |-       |AKU.0130.10UMA.0.EM.LH0001                                                   |-                                                                                                     |-                                                        |Смена статус текущей ревизии с <DD sent FOR CONSTRUCTION / Комплект РД выдан В ПРОИЗВОДСТВО подрядчику> на <rev.C01 :: Передан в производство 31.01.2023>                                                                                                           |Смена дата выпуска рд по договору подрядчика с <31.10.2022> на <2022-10-31>|Смена дата выпуска рд по графику с заказчиком с <30.03.2022> на <2022-03-30>|Смена дата статуса заказчика с <30.01.2023> на <2023-01-30>|Смена ожидаемая дата выдачи рд в производство с <в производстве> на <>          |JV=>Титан-2=>АЭП (бывш. АСЭ)   |
2282 | АСУ ТП      |Схемы электрические полные управления электроприводной арматурой                                                                  |10UMA.J.CYE.D-1000      |-       |AKU.0130.10UMA.0.AT.TB0001                                                   |-                                                                                                     |-                                                        |Смена статус текущей ревизии с <DD sent FOR CONSTRUCTION / Комплект РД выдан В ПРОИЗВОДСТВО подрядчику> на <rev.C01 :: Передан в производство 30.01.2023>                                                                                                           |Смена дата выпуска рд по договору подрядчика с <29.06.2022> на <2022-06-29>|Смена дата выпуска рд по графику с заказчиком с <29.06.2022> на <2022-06-29>|Смена дата статуса заказчика с <27.01.2023> на <2023-01-27>|Смена ожидаемая дата выдачи рд в производство с <в производстве> на <>          |JV=>Титан-2=>АЭП (бывш. АСЭ)   |
2283 | СКУ ПЗ      |Внешние подключения к шкафам управления огнезадерживающими клапанами                                                              |10UMA.J.C00.D-1000      |-       |AKU.0130.10UMA.0.AP.MA0001                                                   |-                                                                                                     |-                                                        |Смена статус текущей ревизии с <Comments from Akkuyu Nuclear to JV / Замечания от Аккую Нуклеар в JV> на <rev.C01 :: На согласовании AN 24.03.2023>                                                                                                                 |Смена дата выпуска рд по договору подрядчика с <29.04.2022> на <2022-04-29>|Смена дата выпуска рд по графику с заказчиком с <29.04.2022> на <2022-04-29>|Смена дата статуса заказчика с <10.05.2023> на <2023-03-16>|Смена ожидаемая дата выдачи рд в производство с <20.05.2023> на <2023-03-30>    |JV=>Титан-2=>АЭП (бывш. АСЭ)   |
2284 | СКУ ЭЧ ЭБ   |Задание заводу на сборки 0.4 кВ в части СКУ В машзала                                                                             |10UMA.J.C00.D-1190      |-       |AKU.0130.10UMA.0.EM.EC0002                                                   |-                                                                                                     |-                                                        |Смена статус текущей ревизии с <DD sent FOR CONSTRUCTION / Комплект РД выдан В ПРОИЗВОДСТВО подрядчику> на <rev.C01 :: Передан в производство 26.12.2022>                                                                                                           |Смена дата выпуска рд по договору подрядчика с <15.09.2022> на <2022-09-15>|Смена дата выпуска рд по графику с заказчиком с <14.09.2022> на <2022-09-14>|Смена дата статуса заказчика с <26.12.2022> на <2022-12-26>|Смена ожидаемая дата выдачи рд в производство с <в производстве> на <>          |JV=>Титан-2=>АЭП (бывш. АСЭ)   |
2285 | СКУ НЭ      |Исходные данные для изготовления ПТК СКУ ЛС В                                                                                     |10UMA.J.C00.D-1200      |-       |AKU.0130.10UMA.0.AT.EC0001                                                   |-                                                                                                     |-                                                        |Смена статус текущей ревизии с <DD sent FOR CONSTRUCTION / Комплект РД выдан В ПРОИЗВОДСТВО подрядчику> на <rev.C01 :: Передан в производство 18.01.2023>                                                                                                           |Смена дата выпуска рд по договору подрядчика с <16.10.2022> на <2022-10-16>|Смена дата выпуска рд по графику с заказчиком с <30.03.2023> на <2023-03-30>|Смена дата статуса заказчика с <18.01.2023> на <2023-01-18>|Смена ожидаемая дата выдачи рд в производство с <в производстве> на <>          |JV=>Титан-2=>АЭП (бывш. АСЭ)   |
2286 | КИП         |Перечень измерительных контуров в части СЗРТ                                                                                      |10UMA.J.C00.D-1270      |-       |AKU.0130.10UMA.0.AT.TB0017                                                   |-                                                                                                     |-                                                        |Смена статус текущей ревизии с <> на <rev.C01 :: 01.01.0001 0:00:00>                                                                                                                                                                                                |-                                                                          |-                                                                           |-                                                          |Смена ожидаемая дата выдачи рд в производство с <29.06.2023> на <2023-05-19>    |JV=>Титан-2=>АЭП (бывш. АСЭ)   |
2287 | КИП         |Перечень измерительных контуров вспомогательных систем                                                                            |10UMA.J.CA0.D-1140      |-       |AKU.0130.10UMA.0.AT.TB0002                                                   |Смена статус заказчика с <ВК - (rev.C02)> на <Выдан в производство (rev.C01)>                         |Смена текущая ревизия с <C02> на <C01>                   |Смена статус текущей ревизии с <Comments from Akkuyu Nuclear to JV / Замечания от Аккую Нуклеар в JV> на <rev.C01 :: Передан в производство 07.03.2023>                                                                                                             |Смена дата выпуска рд по договору подрядчика с <20.09.2022> на <2022-09-20>|Смена дата выпуска рд по графику с заказчиком с <12.03.2022> на <2022-03-12>|Смена дата статуса заказчика с <10.05.2023> на <2023-03-06>|Смена ожидаемая дата выдачи рд в производство с <в производстве> на <>          |JV=>Титан-2=>АЭП (бывш. АСЭ)   |
2288 | КИП         |Перечень измерительных контуров                                                                                                   |10UMA.J.CA0.D-1130      |-       |AKU.0130.10UMA.0.AT.TB0016                                                   |-                                                                                                     |-                                                        |Смена статус текущей ревизии с <Comments from T2 to sub-supplier / Замечания от Т2 субподрядчику> на <rev.C01 :: На корректировке у разработчика 09.03.2023>                                                                                                        |Смена дата выпуска рд по договору подрядчика с <20.09.2022> на <2022-09-20>|Смена дата выпуска рд по графику с заказчиком с <12.03.2022> на <2022-03-12>|Смена дата статуса заказчика с <07.03.2023> на <2023-03-07>|Смена ожидаемая дата выдачи рд в производство с <05.06.2023> на <2023-03-30>    |JV=>Титан-2=>АЭП (бывш. АСЭ)   |
2289 | СВБУ        |Привязка АРМ ЦТАИ                                                                                                                 |10UMA.J.C00.D-1240      |-       |AKU.0130.10UMA.0.AT.TB0019                                                   |-                                                                                                     |-                                                        |Смена статус текущей ревизии с <> на <rev.C01 :: 01.01.0001 0:00:00>                                                                                                                                                                                                |-                                                                          |-                                                                           |-                                                          |Смена ожидаемая дата выдачи рд в производство с <21.06.2023> на <2023-04-29>    |JV=>Титан-2=>АЭП (бывш. АСЭ)   |
2290 | АСВД        |Привязка системы АСВД. Часть КИП                                                                                                  |10UMA.J.C00.D-1250      |-       |AKU.0130.10UMA.0.AT.TB0020                                                   |-                                                                                                     |-                                                        |Смена статус текущей ревизии с <> на <rev.C01 :: 01.01.0001 0:00:00>                                                                                                                                                                                                |-                                                                          |-                                                                           |-                                                          |Смена ожидаемая дата выдачи рд в производство с <21.06.2023> на <2023-04-29>    |JV=>Титан-2=>АЭП (бывш. АСЭ)   |
2291 | АСУ ТП      |Привязка системы мониторинга турбины. Часть КИП                                                                                   |10UMA.J.C00.D-1260      |-       |AKU.0130.10UMA.0.AT.TB0021                                                   |-                                                                                                     |-                                                        |Смена статус текущей ревизии с <> на <rev.C01 :: 01.01.0001 0:00:00>                                                                                                                                                                                                |-                                                                          |-                                                                           |-                                                          |Смена ожидаемая дата выдачи рд в производство с <21.06.2023> на <2023-04-29>    |JV=>Титан-2=>АЭП (бывш. АСЭ)   |
2292 | КИП         |Спецификация на приборы ТТК вспомогательных систем                                                                                |10UMA.J.CA0.D-1050      |-       |AKU.0130.10UMA.0.AT.PA0002                                                   |-                                                                                                     |-                                                        |Смена статус текущей ревизии с <JV to Akkuyu Nuclear / JV в Аккую Нуклеар> на <rev.C01 :: Аннулирован 29.03.2023>                                                                                                                                                   |Смена дата выпуска рд по договору подрядчика с <20.11.2022> на <2022-11-20>|Смена дата выпуска рд по графику с заказчиком с <20.05.2022> на <2022-05-20>|Смена дата статуса заказчика с <10.11.2022> на <2022-11-10>|Смена ожидаемая дата выдачи рд в производство с <26.05.2023> на <2023-03-30>    |JV=>Титан-2=>АЭП (бывш. АСЭ)   |
2293 | КИП         |Спецификация на приборы ТТК                                                                                                       |10UMA.J.CA0.D-1040      |-       |AKU.0130.10UMA.0.AT.PA0001                                                   |-                                                                                                     |-                                                        |Смена статус текущей ревизии с <JV to Akkuyu Nuclear / JV в Аккую Нуклеар> на <rev.C01 :: Аннулирован 29.03.2023>                                                                                                                                                   |Смена дата выпуска рд по договору подрядчика с <20.11.2022> на <2022-11-20>|Смена дата выпуска рд по графику с заказчиком с <20.05.2022> на <2022-05-20>|Смена дата статуса заказчика с <21.11.2022> на <2022-11-21>|Смена ожидаемая дата выдачи рд в производство с <26.05.2023> на <2023-03-30>    |JV=>Титан-2=>АЭП (бывш. АСЭ)   |
2294 | КИП         |Схемы внешних импульсных проводок в части СЗРТ                                                                                    |10UMA.J.CA0.D-1220      |-       |AKU.0130.10UMA.0.AT.TB0018                                                   |-                                                                                                     |-                                                        |Смена статус текущей ревизии с <> на <rev.C01 :: 01.01.0001 0:00:00>                                                                                                                                                                                                |-                                                                          |-                                                                           |-                                                          |Смена ожидаемая дата выдачи рд в производство с <21.06.2023> на <2023-05-03>    |JV=>Титан-2=>АЭП (бывш. АСЭ)   |
2295 | КИП         |Схемы внешних импульсных проводок вспомогательных систем                                                                          |10UMA.J.CA0.D-1070      |-       |AKU.0130.10UMA.0.AT.TB0004                                                   |-                                                                                                     |-                                                        |Смена статус текущей ревизии с <DD sent FOR CONSTRUCTION / Комплект РД выдан В ПРОИЗВОДСТВО подрядчику> на <rev.C01 :: Передан в производство 22.02.2023>                                                                                                           |Смена дата выпуска рд по договору подрядчика с <30.12.2022> на <2022-12-30>|Смена дата выпуска рд по графику с заказчиком с <19.09.2022> на <2022-09-19>|Смена дата статуса заказчика с <21.02.2023> на <2023-02-21>|Смена ожидаемая дата выдачи рд в производство с <в производстве> на <>          |JV=>Титан-2=>АЭП (бывш. АСЭ)   |
2296 | КИП         |Схемы внешних импульсных проводок                                                                                                 |10UMA.J.CA0.D-1060      |-       |AKU.0130.10UMA.0.AT.TB0003                                                   |-                                                                                                     |-                                                        |Смена статус текущей ревизии с <DD signed FOR CONSTRUCTION / Комплект РД подписан В ПРОИЗВОДСТВО> на <rev.C01 :: Пройден ВК AN 27.02.2023>                                                                                                                          |Смена дата выпуска рд по договору подрядчика с <30.12.2022> на <2022-12-30>|Смена дата выпуска рд по графику с заказчиком с <19.09.2022> на <2022-09-19>|Смена дата статуса заказчика с <21.02.2023> на <2023-02-21>|Смена ожидаемая дата выдачи рд в производство с <в производстве> на <>          |JV=>Титан-2=>АЭП (бывш. АСЭ)   |
2297 | АСУ ТП      |Схемы заполнения и внешние подключения сборок 0.4 кВ в части СКУ В машзала                                                        |10UMA.J.C00.D-1180      |-       |AKU.0130.10UMA.0.AE.MA0001                                                   |-                                                                                                     |-                                                        |Смена статус текущей ревизии с <DD signed FOR CONSTRUCTION / Комплект РД подписан В ПРОИЗВОДСТВО> на <rev.C01 :: Пройден ВК AN 15.12.2022>                                                                                                                          |Смена дата выпуска рд по договору подрядчика с <16.08.2022> на <2022-08-16>|Смена дата выпуска рд по графику с заказчиком с <15.08.2022> на <2022-08-15>|Смена дата статуса заказчика с <13.12.2022> на <2022-12-13>|Смена ожидаемая дата выдачи рд в производство с <в производстве> на <>          |JV=>Титан-2=>АЭП (бывш. АСЭ)   |
2298 | СКУ ПЗ      |(СКУ ПЗ). Автоматическая установка газового пожаротушения Техническое задание на производство и программное обеспечение ППКП      |10UMA.J.CYE.D-1110      |-       |AKU.0130.10UMA.CMG.AP.EC0001                                                 |-                                                                                                     |-                                                        |Смена статус текущей ревизии с <Comments from T2 to sub-supplier / Замечания от Т2 субподрядчику> на <rev.C01 :: На корректировке у разработчика 27.02.2023>                                                                                                        |Смена дата выпуска рд по договору подрядчика с <01.03.2023> на <2023-03-01>|Смена дата выпуска рд по графику с заказчиком с <30.06.2023> на <>          |Смена дата статуса заказчика с <21.02.2023> на <2023-02-21>|Смена ожидаемая дата выдачи рд в производство с <30.05.2023> на <2023-05-30>    |JV=>Титан-2=>АЭП (бывш. АСЭ)   |
2299 | СКУ ПЗ      |(СКУ ПЗ). Автоматическая установка газового пожаротушения. Журнал контрольных кабелей                                             |10UMA.J.CYE.D-1120      |-       |AKU.0130.10UMA.CMG.AP.MB0001                                                 |-                                                                                                     |-                                                        |-                                                                                                                                                                                                                                                                   |Смена дата выпуска рд по договору подрядчика с <01.04.2023> на <2023-04-01>|-                                                                           |-                                                          |Смена ожидаемая дата выдачи рд в производство с <13.10.2023> на <2023-05-01>    |JV=>Титан-2=>АЭП (бывш. АСЭ)   |
2300 | СКУ ПЗ      |(СКУ ПЗ). Автоматическая установка газового пожаротушения                                                                         |10UMA.J.CYE.D-1100      |-       |AKU.0130.10UMA.CMG.AP.TB0001                                                 |-                                                                                                     |-                                                        |Смена статус текущей ревизии с <Comments from T2 to sub-supplier / Замечания от Т2 субподрядчику> на <rev.C01 :: На согласовании AN 29.03.2023>                                                                                                                     |Смена дата выпуска рд по договору подрядчика с <16.02.2023> на <2023-02-16>|Смена дата выпуска рд по графику с заказчиком с <30.03.2023> на <2023-03-30>|Смена дата статуса заказчика с <13.04.2023> на <2023-03-06>|Смена ожидаемая дата выдачи рд в производство с <05.06.2023> на <2023-03-30>    |JV=>Титан-2=>АЭП (бывш. АСЭ)   |
2301 | СКУ ПЗ      |(СКУ ПЗ). Автоматическая установка пожаротушения                                                                                  |10UMA.J.CYE.D-1070      |-       |AKU.0130.10UMA.CYE.PS.TB0003                                                 |-                                                                                                     |-                                                        |Смена статус текущей ревизии с <Comments from T2 to sub-supplier / Замечания от Т2 субподрядчику> на <rev.C01 :: На корректировке у разработчика 06.10.2022>                                                                                                        |Смена дата выпуска рд по договору подрядчика с <17.08.2021> на <2021-08-17>|Смена дата выпуска рд по графику с заказчиком с <17.09.2022> на <2022-09-17>|Смена дата статуса заказчика с <25.04.2022> на <2022-04-25>|Смена ожидаемая дата выдачи рд в производство с <05.06.2023> на <2023-03-30>    |JV=>Титан-2=>АЭП (бывш. АСЭ)   |
2302 | СКУ ПЗ      |Задание заводу на шкафы управления огнезадерживающими клапанами                                                                   |10UMA.J.JJJ.D-1160      |-       |AKU.0130.10UMA.0.AP.EC0001                                                   |-                                                                                                     |-                                                        |Смена статус текущей ревизии с <JV to Akkuyu Nuclear / JV в Аккую Нуклеар> на <rev.C01 :: На корректировке у разработчика 06.10.2022>                                                                                                                               |Смена дата выпуска рд по договору подрядчика с <01.03.2022> на <2022-03-01>|Смена дата выпуска рд по графику с заказчиком с <01.03.2022> на <2022-03-01>|Смена дата статуса заказчика с <17.06.2022> на <2022-06-17>|Смена ожидаемая дата выдачи рд в производство с <20.05.2023> на <2023-03-30>    |JV=>Титан-2=>АЭП (бывш. АСЭ)   |
2303 | СКУ ПЗ      |Оповещение людей о пожаре                                                                                                         |10UMA.J.CYE.D-1050      |-       |AKU.0130.10UMA.CYE.PS.TB0001                                                 |-                                                                                                     |-                                                        |Смена статус текущей ревизии с <Comments from T2 to sub-supplier / Замечания от Т2 субподрядчику> на <rev.C01 :: На корректировке у разработчика 06.10.2022>                                                                                                        |Смена дата выпуска рд по договору подрядчика с <26.05.2020> на <2020-05-26>|Смена дата выпуска рд по графику с заказчиком с <30.12.2020> на <2020-12-30>|Смена дата статуса заказчика с <22.02.2022> на <2022-02-22>|Смена ожидаемая дата выдачи рд в производство с <05.06.2023> на <2023-04-27>    |JV=>Титан-2=>АЭП (бывш. АСЭ)   |
2304 | СКУ ПЗ      |Система контроля и управления противопожарной защитой (СКУ ПЗ)                                                                    |10UMA.J.CYE.D-1130      |-       |AKU.0130.10UMA.CYE.PS.TB0002                                                 |-                                                                                                     |-                                                        |Смена статус текущей ревизии с <Comments from T2 to sub-supplier / Замечания от Т2 субподрядчику> на <rev.C01 :: На корректировке у разработчика 06.10.2022>                                                                                                        |Смена дата выпуска рд по договору подрядчика с <17.04.2021> на <2021-04-17>|Смена дата выпуска рд по графику с заказчиком с <17.04.2022> на <2022-04-17>|Смена дата статуса заказчика с <25.04.2022> на <2022-04-25>|Смена ожидаемая дата выдачи рд в производство с <05.06.2023> на <2023-03-30>    |JV=>Титан-2=>АЭП (бывш. АСЭ)   |
